Date,Activity,Activity type,Unit,Amount executed
2025-01-19,Foundation pouring,Building,m3,26.67350581119221
2025-05-19,Pavement,Road,m2,575.3038520008752
2025-06-19,Cement making,Building,m3,4463.008806822735
2025-06-22,Coat preparation,Road,L,1773.3992986056912
2025-12-26,Laying steel rail,Railway,m,3612.5661832734836
2025-10-15,Ballast,Railway,m3,1043.3614664929596
2025-08-31,Laying steel rail,Railway,m,2405.603414626866
2025-04-01,Removing trees,Building,m2,3399.512024767711
2025-11-30,Terrain leveling,Building,m3,3555.060767824319
2025-01-17,Cement making,Building,m3,1030.1267008043424
2025-12-24,Coat preparation,Road,L,986.35705354015
2025-03-16,Pavement,Road,m2,4130.158305948031
2025-01-04,Walling,Building,m2,4084.078736687122
2025-04-25,Anchorage,Railway,m2,2890.2590722905798
2025-03-09,Pavement,Road,m2,1035.2778047059996
2025-08-23,Anchorage,Railway,m2,3287.10238918915
2025-05-05,Walling,Building,m2,3533.187575792172
2025-02-13,Laying steel rail,Railway,m,376.69451395921317
2025-08-17,Laying steel rail,Railway,m,91.14323468160323
2025-04-13,Laying steel rail,Railway,m,1210.8118325180517
2025-11-22,Cement making,Building,m3,3045.1891628943727
2025-11-09,Coat preparation,Road,L,2391.1589288817604
2025-11-23,Cement making,Building,m3,195.4553391763636
2025-11-11,Foundation pouring,Building,m3,3244.9471394014017
2025-06-03,Coat preparation,Road,L,760.4642880535934
2025-11-12,Iron mining,Railway,m3,982.3509432062533
2025-04-18,Removing trees,Building,m2,2564.0328235459333
2025-09-27,Pavement,Road,m2,4298.096670979017
2025-09-24,Pavement,Road,m2,919.6800847441982
2025-05-10,Walling,Building,m2,2258.024926696077
2025-03-06,Foundation pouring,Building,m3,660.1346881726289
2025-10-23,Subbase application,Road,m2,3002.988791328805
2025-07-07,Removing trees,Building,m2,1926.7327127308092
2025-03-12,Anchorage,Railway,m2,1577.397187587301
2025-02-18,Subbase application,Road,m2,4291.645062149013
2025-09-25,Terrain leveling,Building,m3,1802.9864824708147
2025-05-04,Coat preparation,Road,L,1250.7956905251099
2025-01-26,Ballast,Railway,m3,2559.2469572554483
2025-05-18,Anchorage,Railway,m2,172.2283843579009
2025-08-11,Walling,Building,m2,4573.985699254664
2025-03-30,Walling,Building,m2,3098.112669672979
2025-11-17,Subbase application,Road,m2,3078.7755761395356
2025-01-03,Rolling/Tractor,Road,m2,3922.500523212101
2025-07-22,Cement making,Building,m3,1636.9141344879235
2025-02-01,Terrain leveling,Building,m3,2054.672389212039
2025-07-14,Ballast,Railway,m3,532.7355121256467
2025-05-12,Removing trees,Building,m2,4742.139161726709
2025-07-20,Cement making,Building,m3,3231.843130695923
2025-09-04,Ballast,Railway,m3,2390.1656054240825
2025-03-20,Walling,Building,m2,3227.5351298370765
2025-02-17,Walling,Building,m2,1957.4977324585973
2025-11-10,Coat preparation,Road,L,1709.2982255040768
2025-10-18,Foundation pouring,Building,m3,3421.6334622770673
2025-05-11,Removing trees,Building,m2,4788.96913479784
2025-08-24,Cement making,Building,m3,2341.6593296651995
2025-01-05,Ballast,Railway,m3,4847.672523966174
2025-02-11,Laying steel rail,Railway,m,1261.9680167372733
2025-12-28,Anchorage,Railway,m2,4004.9225125561206
2025-05-29,Iron mining,Railway,m3,3515.010512437263
2025-10-08,Cement making,Building,m3,2827.7196508415936
2025-05-02,Cement making,Building,m3,1423.9413337161338
2025-01-20,Terrain leveling,Building,m3,3493.839224923808
2025-11-05,Terrain leveling,Building,m3,1864.2895839185303
2025-03-08,Walling,Building,m2,4485.9203591427495
2025-02-13,Anchorage,Railway,m2,114.69073503970473
2025-04-25,Coat preparation,Road,L,2041.9420974895336
2025-03-04,Removing trees,Building,m2,3266.7010804777437
2025-09-02,Pavement,Road,m2,4528.090059596285
2025-08-01,Iron mining,Railway,m3,4638.600428018017
2025-05-17,Foundation pouring,Building,m3,2371.1370109781437
2025-03-22,Terrain leveling,Building,m3,1473.0699494516098
2025-07-15,Ballast,Railway,m3,2412.9123386110427
2025-10-11,Subbase application,Road,m2,128.27477846030277
2025-08-24,Cement making,Building,m3,3487.229341098057
2025-04-28,Removing trees,Building,m2,2290.1417168364505
2025-12-11,Laying steel rail,Railway,m,612.1569022759327
2025-12-23,Anchorage,Railway,m2,843.8059141083387
2025-11-18,Anchorage,Railway,m2,4614.5240242743075
2025-06-11,Subbase application,Road,m2,1707.016388379644
2025-05-12,Coat preparation,Road,L,4920.155835270827
2025-04-15,Terrain leveling,Building,m3,4519.800382618036
2025-01-30,Coat preparation,Road,L,1048.0804832188917
2025-02-01,Foundation pouring,Building,m3,2834.340221903146
2025-12-02,Ballast,Railway,m3,2419.6891168845127
2025-10-14,Subbase application,Road,m2,2697.630522683932
2025-08-13,Pavement,Road,m2,1048.8321942594641
2025-12-21,Rolling/Tractor,Road,m2,4967.2572208178535
2025-10-19,Rolling/Tractor,Road,m2,3614.743659621607
2025-04-20,Iron mining,Railway,m3,3657.1409226115275
2025-10-04,Ballast,Railway,m3,2169.4835477297934
2025-11-14,Coat preparation,Road,L,3244.2607491804897
2025-09-28,Walling,Building,m2,4112.686029694698
2025-09-12,Rolling/Tractor,Road,m2,2457.5439526593455
2025-02-20,Subbase application,Road,m2,130.53560582012625
2025-08-11,Walling,Building,m2,4253.962854573925
2025-04-13,Rolling/Tractor,Road,m2,3079.205046791109
2025-10-01,Pavement,Road,m2,4711.496363003712
2025-11-22,Removing trees,Building,m2,3565.9920605145985
2025-12-25,Walling,Building,m2,1540.4360152178554
2025-01-07,Laying steel rail,Railway,m,498.9545987749966
2025-07-31,Removing trees,Building,m2,2049.359475579537
2025-05-15,Iron mining,Railway,m3,3627.238809177733
2025-01-23,Laying steel rail,Railway,m,275.1630832912572
2025-03-06,Cement making,Building,m3,3053.1444187794464
2025-01-05,Anchorage,Railway,m2,2782.400071657844
2025-11-07,Iron mining,Railway,m3,3571.288582543791
2025-02-13,Ballast,Railway,m3,2399.7630320052317
2025-05-25,Subbase application,Road,m2,4172.397464755342
2025-05-08,Subbase application,Road,m2,1044.1992362353708
2025-12-05,Foundation pouring,Building,m3,66.02502695779388
2025-09-10,Walling,Building,m2,2298.5453372078696
2025-02-15,Iron mining,Railway,m3,2539.0148288114387
2025-07-28,Cement making,Building,m3,1678.7924048727782
2025-03-20,Terrain leveling,Building,m3,20.278394481847428
2025-11-29,Walling,Building,m2,3533.5767611336673
2025-06-18,Terrain leveling,Building,m3,4997.356527115574
2025-04-27,Coat preparation,Road,L,1352.0740131759717
2025-12-01,Laying steel rail,Railway,m,4290.507472631084
2025-10-14,Walling,Building,m2,4367.327140310646
2025-05-29,Laying steel rail,Railway,m,4484.368170438653
2025-09-09,Foundation pouring,Building,m3,3789.7547879150934
2025-10-28,Rolling/Tractor,Road,m2,2628.560020853029
2025-01-22,Subbase application,Road,m2,3709.0952880913023
2025-07-23,Walling,Building,m2,1214.3555908148057
2025-07-17,Coat preparation,Road,L,3690.670613735191
2025-05-01,Pavement,Road,m2,2716.4287267853624
2025-11-13,Iron mining,Railway,m3,4751.297089372359
2025-03-16,Foundation pouring,Building,m3,942.9255192578551
2025-08-17,Removing trees,Building,m2,4728.498257189544
2025-03-19,Terrain leveling,Building,m3,84.11378699413163
2025-08-07,Cement making,Building,m3,910.3307297369385
2025-06-16,Foundation pouring,Building,m3,2694.5854231887038
2025-12-09,Ballast,Railway,m3,2137.9402458275285
2025-07-27,Removing trees,Building,m2,125.65067762093929
2025-01-19,Cement making,Building,m3,2754.1190615143514
2025-09-13,Walling,Building,m2,4866.812856384198
2025-06-04,Anchorage,Railway,m2,4683.200746938958
2025-11-17,Cement making,Building,m3,3316.054240009096
2025-07-15,Terrain leveling,Building,m3,384.55861650339983
2025-12-27,Removing trees,Building,m2,3120.475324726223
2025-04-13,Removing trees,Building,m2,4327.081823441737
2025-10-15,Anchorage,Railway,m2,88.37941333500466
2025-05-21,Laying steel rail,Railway,m,3247.990873791402
2025-05-11,Ballast,Railway,m3,932.3045357174565
2025-05-19,Rolling/Tractor,Road,m2,4658.285037805387
2025-05-16,Iron mining,Railway,m3,2655.288856299782
2025-11-07,Cement making,Building,m3,3570.440670177815
2025-01-21,Terrain leveling,Building,m3,4119.694590905729
2025-03-28,Laying steel rail,Railway,m,1092.5145539158343
2025-11-30,Anchorage,Railway,m2,2353.469174662895
2025-09-21,Foundation pouring,Building,m3,556.7537033164532
2025-10-11,Ballast,Railway,m3,4051.419185346073
2025-08-22,Iron mining,Railway,m3,2039.7333265242696
2025-02-16,Anchorage,Railway,m2,2851.9273395187884
2025-07-04,Terrain leveling,Building,m3,153.89345804074418
2025-08-03,Iron mining,Railway,m3,629.9286020013894
2025-03-07,Walling,Building,m2,625.4323855643462
2025-09-01,Foundation pouring,Building,m3,1796.64792984895
2025-07-10,Walling,Building,m2,4558.544571755909
2025-01-17,Terrain leveling,Building,m3,471.71111293250914
2025-08-01,Foundation pouring,Building,m3,1168.0311163943768
2025-06-21,Cement making,Building,m3,1164.2853098760381
2025-02-06,Laying steel rail,Railway,m,1747.798626522235
2025-06-10,Cement making,Building,m3,3021.7716886939947
2025-05-15,Iron mining,Railway,m3,3447.53522253503
2025-12-05,Removing trees,Building,m2,4766.509909660936
2025-08-07,Ballast,Railway,m3,3129.086228309361
2025-05-27,Removing trees,Building,m2,2616.601495642715
2025-11-14,Ballast,Railway,m3,852.3338918508039
2025-05-02,Coat preparation,Road,L,4984.325757322427
2025-03-10,Foundation pouring,Building,m3,1941.6455932819192
2025-04-06,Anchorage,Railway,m2,2757.0825162254346
2025-09-16,Coat preparation,Road,L,761.5298952478445
2025-03-30,Iron mining,Railway,m3,4918.1171059271455
2025-11-02,Walling,Building,m2,1296.7075173153796
2025-09-05,Laying steel rail,Railway,m,68.59253622191753
2025-06-08,Walling,Building,m2,2009.450506129563
2025-06-22,Laying steel rail,Railway,m,1714.3824693241932
2025-07-08,Coat preparation,Road,L,3717.2032576879897
2025-10-14,Terrain leveling,Building,m3,4610.143427125855
2025-04-04,Subbase application,Road,m2,4986.9953835115
2025-04-26,Pavement,Road,m2,1874.0551084630547
2025-04-13,Laying steel rail,Railway,m,3730.189272402386
2025-11-14,Iron mining,Railway,m3,347.70927556149246
2025-09-01,Laying steel rail,Railway,m,4861.238347225882
2025-05-04,Pavement,Road,m2,4860.008395969379
2025-08-02,Subbase application,Road,m2,1476.3129869595848
2025-03-03,Laying steel rail,Railway,m,4728.969447999826
2025-01-28,Terrain leveling,Building,m3,2540.20427484195
2025-10-12,Coat preparation,Road,L,2302.7859171659948
2025-02-21,Terrain leveling,Building,m3,3430.5278174978753
2025-09-05,Foundation pouring,Building,m3,4387.511312036522
2025-08-29,Rolling/Tractor,Road,m2,1374.001268155427
2025-11-03,Subbase application,Road,m2,1553.7943179600184
2025-05-04,Terrain leveling,Building,m3,1176.8968674971136
2025-03-26,Foundation pouring,Building,m3,64.11000227535824
2025-04-04,Coat preparation,Road,L,166.49737651685592
2025-08-27,Rolling/Tractor,Road,m2,4254.142098316339
2025-08-17,Removing trees,Building,m2,747.7110048563046
2025-01-06,Removing trees,Building,m2,2861.020049281396
2025-03-25,Rolling/Tractor,Road,m2,4873.487023101184
2025-08-22,Pavement,Road,m2,2974.999401874024
2025-11-30,Pavement,Road,m2,3323.2747825166584
2025-10-15,Ballast,Railway,m3,942.2868364808212
2025-01-30,Ballast,Railway,m3,2383.801787509767
2025-02-22,Coat preparation,Road,L,1841.805555163014
2025-09-21,Pavement,Road,m2,3093.600919328548
2025-09-23,Terrain leveling,Building,m3,758.9035364185364
2025-01-17,Laying steel rail,Railway,m,19.07590326036712
2025-10-05,Iron mining,Railway,m3,379.8388219858978
2025-09-28,Coat preparation,Road,L,4806.885013318133
2025-06-05,Iron mining,Railway,m3,4812.211984264574
2025-08-31,Subbase application,Road,m2,3845.8882685038493
2025-11-01,Subbase application,Road,m2,3612.6151700731302
2025-03-05,Ballast,Railway,m3,1972.014714513286
2025-02-08,Foundation pouring,Building,m3,3872.2636655908336
2025-03-16,Cement making,Building,m3,2570.755116052833
2025-08-13,Terrain leveling,Building,m3,707.2725289747206
2025-05-19,Subbase application,Road,m2,1843.5006214517375
2025-05-08,Removing trees,Building,m2,439.9299835275272
2025-08-17,Iron mining,Railway,m3,1683.9615316372642
2025-05-27,Pavement,Road,m2,4192.546700082243
2025-05-19,Ballast,Railway,m3,197.10035496933455
2025-10-16,Cement making,Building,m3,2082.369094664483
2025-11-28,Walling,Building,m2,4632.472799426627
2025-10-03,Laying steel rail,Railway,m,1975.1371783118016
2025-11-28,Coat preparation,Road,L,2503.0367934001265
2025-03-21,Cement making,Building,m3,3081.0276865956694
2025-07-15,Anchorage,Railway,m2,4135.176419706517
2025-04-11,Walling,Building,m2,49.208549825688344
2025-01-19,Pavement,Road,m2,3421.0989908995894
2025-04-25,Laying steel rail,Railway,m,609.6776541244182
2025-03-24,Removing trees,Building,m2,2305.4648365647286
2025-12-04,Ballast,Railway,m3,4931.466826025474
2025-10-30,Rolling/Tractor,Road,m2,3578.0418893285696
2025-02-03,Terrain leveling,Building,m3,2407.0550219860547
2025-03-30,Ballast,Railway,m3,3016.673410215357
2025-01-14,Ballast,Railway,m3,1460.697735010092
2025-08-14,Iron mining,Railway,m3,1342.5882435411086
2025-04-24,Walling,Building,m2,1624.4922393284023
2025-01-11,Pavement,Road,m2,3935.1489215221914
2025-03-29,Rolling/Tractor,Road,m2,3675.8453359579694
2025-09-03,Pavement,Road,m2,2786.966371692136
2025-11-14,Iron mining,Railway,m3,1213.5018730855102
2025-04-26,Ballast,Railway,m3,3853.7297295038975
2025-05-30,Walling,Building,m2,4030.659697658382
2025-12-07,Laying steel rail,Railway,m,216.30032559327938
2025-01-29,Subbase application,Road,m2,4871.59368637163
2025-08-01,Pavement,Road,m2,3385.17878032739
2025-07-26,Foundation pouring,Building,m3,4215.633535761581
2025-10-30,Walling,Building,m2,3558.3035845979844
2025-11-19,Removing trees,Building,m2,4186.673128443939
2025-03-11,Walling,Building,m2,3720.6156752965576
2025-02-12,Pavement,Road,m2,4339.394535400975
2025-09-06,Anchorage,Railway,m2,4535.608343596011
2025-02-26,Walling,Building,m2,2211.1942974517838
2025-06-19,Iron mining,Railway,m3,4022.253556870138
2025-06-13,Terrain leveling,Building,m3,1171.9165616935163
2025-05-03,Removing trees,Building,m2,891.6956283892208
2025-06-20,Coat preparation,Road,L,2256.8063611963535
2025-10-13,Pavement,Road,m2,3102.7545563189433
2025-12-24,Iron mining,Railway,m3,570.855503967731
2025-06-29,Pavement,Road,m2,2008.7755634066707
2025-12-17,Coat preparation,Road,L,2228.5559982741433
2025-08-16,Foundation pouring,Building,m3,345.27448579941944
2025-02-03,Pavement,Road,m2,4100.0137216515195
2025-07-24,Pavement,Road,m2,3042.0982630954895
2025-09-21,Ballast,Railway,m3,4314.776688259991
2025-08-19,Rolling/Tractor,Road,m2,4338.775437540346
2025-01-21,Coat preparation,Road,L,205.38120031337536
2025-10-18,Subbase application,Road,m2,2200.0594583186926
2025-10-13,Anchorage,Railway,m2,2314.6170541569973
2025-11-25,Pavement,Road,m2,442.4438245005913
2025-04-26,Cement making,Building,m3,1139.3950126580505
2025-01-30,Walling,Building,m2,23.098644010315915
2025-10-27,Ballast,Railway,m3,4319.730845381962
2025-10-31,Removing trees,Building,m2,451.0566154042339
2025-08-15,Subbase application,Road,m2,3118.007844324501
2025-10-20,Rolling/Tractor,Road,m2,456.766848339587
2025-07-11,Coat preparation,Road,L,1869.9702470427815
2025-04-28,Coat preparation,Road,L,3709.9000662728595
2025-06-24,Rolling/Tractor,Road,m2,3957.848224109912
2025-02-20,Removing trees,Building,m2,1175.4801583164888
2025-06-29,Laying steel rail,Railway,m,3074.9959600063585
2025-05-16,Subbase application,Road,m2,4423.349868420188
2025-05-19,Laying steel rail,Railway,m,4672.202209724095
2025-03-07,Removing trees,Building,m2,4993.350944342901
2025-02-20,Rolling/Tractor,Road,m2,1534.5374459035731
2025-11-06,Foundation pouring,Building,m3,4515.480942256902
2025-09-25,Pavement,Road,m2,4204.740576736632
2025-07-12,Cement making,Building,m3,297.1266386504762
2025-07-20,Laying steel rail,Railway,m,199.60561682980605
2025-07-20,Subbase application,Road,m2,234.08247615707756
2025-03-09,Foundation pouring,Building,m3,4648.8621809152555
2025-04-26,Removing trees,Building,m2,1253.6469408879907
2025-08-03,Terrain leveling,Building,m3,4595.283584505066
2025-07-24,Cement making,Building,m3,3741.21154974181
2025-03-07,Removing trees,Building,m2,2938.2177482502757
2025-10-12,Laying steel rail,Railway,m,3080.361749896195
2025-09-02,Iron mining,Railway,m3,3072.787468668606
2025-08-28,Removing trees,Building,m2,3203.928132345111
2025-01-19,Walling,Building,m2,4100.425970667761
2025-04-16,Coat preparation,Road,L,3922.3382007679475
2025-09-25,Anchorage,Railway,m2,2974.3136751660527
2025-05-06,Subbase application,Road,m2,1388.107810549608
2025-09-25,Anchorage,Railway,m2,741.1853904699983
2025-12-08,Pavement,Road,m2,2852.8150427881483
2025-09-18,Removing trees,Building,m2,778.7557698173997
2025-02-07,Laying steel rail,Railway,m,3466.2424412749665
2025-05-30,Laying steel rail,Railway,m,3469.9359695607986
2025-10-22,Laying steel rail,Railway,m,3206.746359571179
2025-07-20,Anchorage,Railway,m2,1449.6971018233535
2025-08-05,Walling,Building,m2,4676.891218769135
2025-10-20,Cement making,Building,m3,2490.915057581439
2025-05-23,Subbase application,Road,m2,1867.9106568787806
2025-04-28,Pavement,Road,m2,2329.1534197986384
2025-07-22,Iron mining,Railway,m3,2618.955427053227
2025-10-14,Subbase application,Road,m2,1564.8991934080698
2025-11-11,Terrain leveling,Building,m3,3260.0412303659928
2025-07-06,Subbase application,Road,m2,11.362709280485772
2025-07-20,Cement making,Building,m3,2328.2080245168613
2025-01-28,Rolling/Tractor,Road,m2,1997.120805154261
2025-07-02,Foundation pouring,Building,m3,1641.0707252436075
2025-07-28,Pavement,Road,m2,4690.486037866012
2025-12-18,Walling,Building,m2,4866.515292039119
2025-05-05,Subbase application,Road,m2,1225.7893682560177
2025-10-28,Rolling/Tractor,Road,m2,1866.96148986079
2025-02-15,Cement making,Building,m3,504.4081496390634
2025-03-12,Walling,Building,m2,1955.9466150751482
2025-12-25,Terrain leveling,Building,m3,2973.3475972669694
2025-12-22,Walling,Building,m2,2077.728085121549
2025-12-13,Ballast,Railway,m3,2393.8925444024208
2025-05-19,Cement making,Building,m3,210.47760490820633
2025-12-22,Iron mining,Railway,m3,3779.033252480746
2025-03-04,Subbase application,Road,m2,1763.1425104369641
2025-11-12,Iron mining,Railway,m3,4962.168306642828
2025-11-07,Cement making,Building,m3,3757.2462773384473
2025-09-27,Rolling/Tractor,Road,m2,4056.516701028128
2025-04-14,Walling,Building,m2,389.2415762098367
2025-11-28,Laying steel rail,Railway,m,1754.5968184852989
2025-12-16,Coat preparation,Road,L,3497.333074333871
2025-01-10,Coat preparation,Road,L,614.3263473330657
2025-02-25,Removing trees,Building,m2,209.1434742470999
2025-01-26,Coat preparation,Road,L,4281.384657058459
2025-01-01,Anchorage,Railway,m2,4932.792108746309
2025-11-21,Foundation pouring,Building,m3,1839.472148822448
2025-06-24,Ballast,Railway,m3,2042.8086425696213
2025-09-21,Rolling/Tractor,Road,m2,3978.3818157689343
2025-09-11,Walling,Building,m2,4382.167529938671
2025-07-27,Walling,Building,m2,1476.1205582043629
2025-01-15,Subbase application,Road,m2,4690.267563325263
2025-06-13,Coat preparation,Road,L,2141.821470157273
2025-10-29,Laying steel rail,Railway,m,520.9892978866033
2025-11-08,Walling,Building,m2,2131.3708771205593
2025-04-24,Subbase application,Road,m2,2241.466843481021
2025-07-02,Cement making,Building,m3,2682.432466843032
2025-08-03,Foundation pouring,Building,m3,4516.748421346407
2025-01-12,Cement making,Building,m3,309.12780312271013
2025-10-06,Anchorage,Railway,m2,3863.2698578464715
2025-05-24,Anchorage,Railway,m2,322.6707416748331
2025-07-26,Pavement,Road,m2,2579.6103126020307
2025-11-26,Removing trees,Building,m2,910.7606594338313
2025-06-20,Laying steel rail,Railway,m,2680.2811871250137
2025-07-01,Foundation pouring,Building,m3,2607.8898950571484
2025-05-27,Ballast,Railway,m3,4520.632015780533
2025-07-16,Rolling/Tractor,Road,m2,747.6838071325536
2025-02-15,Cement making,Building,m3,4121.046028676991
2025-02-24,Laying steel rail,Railway,m,2818.0910555074497
2025-09-17,Anchorage,Railway,m2,898.5090736000894
2025-06-30,Cement making,Building,m3,2686.1905656685403
2025-04-06,Pavement,Road,m2,4574.808110119947
2025-02-14,Cement making,Building,m3,2551.4599584618904
2025-03-17,Ballast,Railway,m3,4543.882513048789
2025-03-18,Removing trees,Building,m2,4588.815371262253
2025-10-21,Foundation pouring,Building,m3,3396.3955995357737
2025-07-12,Foundation pouring,Building,m3,2404.2230518335446
2025-07-27,Terrain leveling,Building,m3,4676.995912169896
2025-12-15,Pavement,Road,m2,229.19638908011297
2025-03-22,Rolling/Tractor,Road,m2,207.93141491525114
2025-03-29,Terrain leveling,Building,m3,1793.4217468474524
2025-05-06,Rolling/Tractor,Road,m2,3480.000946397098
2025-05-13,Coat preparation,Road,L,2838.8549449508578
2025-12-16,Walling,Building,m2,75.95416876027328
2025-10-25,Laying steel rail,Railway,m,4560.026136125304
2025-10-11,Coat preparation,Road,L,849.4666076950707
2025-12-04,Anchorage,Railway,m2,894.5049162649576
2025-04-16,Cement making,Building,m3,1491.1631859913875
2025-09-16,Foundation pouring,Building,m3,549.3784052310302
2025-07-02,Cement making,Building,m3,3137.6538587267887
2025-04-11,Rolling/Tractor,Road,m2,173.4467219609803
2025-01-22,Subbase application,Road,m2,1145.3868386279592
2025-12-17,Coat preparation,Road,L,4894.278995979909
2025-10-01,Walling,Building,m2,992.879862359618
2025-01-14,Pavement,Road,m2,992.3023498641636
2025-09-01,Laying steel rail,Railway,m,286.5046615925082
2025-04-06,Walling,Building,m2,1223.0941638872412
2025-01-16,Removing trees,Building,m2,4929.797126713712
2025-01-21,Laying steel rail,Railway,m,4900.786561280126
2025-03-25,Cement making,Building,m3,4936.938769595767
2025-03-23,Walling,Building,m2,2481.089566064126
2025-03-04,Ballast,Railway,m3,4999.676769506349
2025-09-27,Subbase application,Road,m2,927.4082634720743
2025-06-26,Iron mining,Railway,m3,1484.9590761124682
2025-02-03,Terrain leveling,Building,m3,3487.7612501247054
2025-10-16,Subbase application,Road,m2,2888.7892809129357
2025-08-28,Walling,Building,m2,2767.9420019470076
2025-05-24,Foundation pouring,Building,m3,100.43469762687052
2025-11-16,Walling,Building,m2,2756.2557787557535
2025-01-04,Ballast,Railway,m3,949.735329193156
2025-04-29,Foundation pouring,Building,m3,70.20088271174063
2025-10-03,Ballast,Railway,m3,1087.79133810196
2025-10-31,Walling,Building,m2,2473.042387295154
2025-12-06,Pavement,Road,m2,3066.0867514082606
2025-03-20,Rolling/Tractor,Road,m2,4200.093518465201
2025-10-17,Walling,Building,m2,3668.8221026212377
2025-09-13,Foundation pouring,Building,m3,4876.822927040234
2025-08-30,Anchorage,Railway,m2,1864.9552437873317
2025-05-28,Coat preparation,Road,L,1574.1359287870478
2025-06-19,Rolling/Tractor,Road,m2,2786.628160892243
2025-10-19,Cement making,Building,m3,585.2284211659947
2025-08-25,Walling,Building,m2,625.115424343155
2025-02-15,Pavement,Road,m2,812.5419818890783
2025-10-14,Walling,Building,m2,2339.3516170057733
2025-03-23,Removing trees,Building,m2,4696.180653626553
2025-03-20,Terrain leveling,Building,m3,1280.0648177974438
2025-07-15,Anchorage,Railway,m2,3604.703887150936
2025-08-14,Subbase application,Road,m2,2788.4923559632384
2025-08-08,Ballast,Railway,m3,4737.859424098805
2025-09-25,Cement making,Building,m3,2185.9125407671613
2025-08-13,Cement making,Building,m3,3285.326714246929
2025-01-06,Terrain leveling,Building,m3,2341.4882076605213
2025-01-21,Cement making,Building,m3,757.0423753555822
2025-11-18,Anchorage,Railway,m2,813.2459025881022
2025-09-20,Rolling/Tractor,Road,m2,4694.669315956922
2025-08-04,Subbase application,Road,m2,3881.8644217637316
2025-07-15,Laying steel rail,Railway,m,2020.1500465104855
2025-04-25,Laying steel rail,Railway,m,2230.131870271169
2025-09-19,Ballast,Railway,m3,3940.296381924282
2025-04-12,Rolling/Tractor,Road,m2,4512.647577053516
2025-10-12,Terrain leveling,Building,m3,1954.6528763269212
2025-03-15,Subbase application,Road,m2,4170.1683749010235
2025-11-20,Anchorage,Railway,m2,2190.4346354946424
2025-03-18,Subbase application,Road,m2,989.8665909746579
2025-05-29,Ballast,Railway,m3,3080.5641505511862
2025-04-27,Terrain leveling,Building,m3,3625.007122168175
2025-11-04,Ballast,Railway,m3,3610.477599960093
2025-10-07,Foundation pouring,Building,m3,2452.8503854381574
2025-03-03,Subbase application,Road,m2,1772.5659474948247
2025-06-17,Removing trees,Building,m2,3265.029829057386
2025-09-14,Coat preparation,Road,L,4004.374285703719
2025-04-22,Anchorage,Railway,m2,1706.6613140832364
2025-08-27,Cement making,Building,m3,3752.881991420221
2025-06-14,Ballast,Railway,m3,3574.8654463587404
2025-06-16,Laying steel rail,Railway,m,3641.584871236201
2025-06-14,Rolling/Tractor,Road,m2,2879.3890007560312
2025-09-19,Removing trees,Building,m2,243.33657681345156
2025-06-14,Rolling/Tractor,Road,m2,3392.193126604894
2025-03-28,Foundation pouring,Building,m3,137.98105966731035
2025-09-27,Laying steel rail,Railway,m,1563.1593795118192
2025-11-23,Laying steel rail,Railway,m,1702.1033793792672
2025-09-12,Removing trees,Building,m2,2558.7875140067913
2025-06-16,Cement making,Building,m3,115.5143855798435
2025-10-06,Foundation pouring,Building,m3,3552.6000859042147
2025-10-30,Walling,Building,m2,1036.4722126381453
2025-08-09,Rolling/Tractor,Road,m2,632.015508880675
2025-05-08,Terrain leveling,Building,m3,1690.6694943512612
2025-02-07,Terrain leveling,Building,m3,18.130877515017964
2025-04-28,Walling,Building,m2,1117.531913276314
2025-09-18,Removing trees,Building,m2,63.00517334820122
2025-04-30,Coat preparation,Road,L,3635.6679477157504
2025-12-09,Removing trees,Building,m2,393.8372457222289
2025-01-28,Subbase application,Road,m2,2325.9848850010717
2025-12-19,Iron mining,Railway,m3,924.4641886804989
2025-11-12,Ballast,Railway,m3,1319.079802870864
2025-07-23,Cement making,Building,m3,4420.81215917932
2025-07-13,Subbase application,Road,m2,4730.382563799651
2025-07-23,Anchorage,Railway,m2,2166.632015917803
2025-03-03,Removing trees,Building,m2,4263.948255235984
2025-08-07,Coat preparation,Road,L,1666.7367825873769
2025-04-24,Iron mining,Railway,m3,1339.8900858253198
2025-09-04,Terrain leveling,Building,m3,1494.1103011132268
2025-10-31,Walling,Building,m2,361.7261492169449
2025-08-22,Foundation pouring,Building,m3,441.1040466484145
2025-09-23,Subbase application,Road,m2,3683.2570639760233
2025-08-18,Ballast,Railway,m3,2289.3200464385595
2025-01-26,Laying steel rail,Railway,m,2449.270268155036
2025-06-04,Laying steel rail,Railway,m,3342.8703731916858
2025-10-02,Subbase application,Road,m2,3743.9951240183736
2025-11-09,Walling,Building,m2,1560.0966886245021
2025-06-22,Coat preparation,Road,L,4093.8323399413607
2025-11-09,Rolling/Tractor,Road,m2,3713.453365574258
2025-05-29,Iron mining,Railway,m3,2028.8303164548106
2025-11-03,Removing trees,Building,m2,2659.4368603359508
2025-08-05,Coat preparation,Road,L,3037.4329832092963
2025-01-23,Terrain leveling,Building,m3,1022.8794662756335
2025-02-13,Anchorage,Railway,m2,262.319764518118
2025-02-17,Terrain leveling,Building,m3,514.6727786259958
2025-08-13,Rolling/Tractor,Road,m2,2827.1997395620024
2025-06-21,Laying steel rail,Railway,m,3690.512497123546
2025-11-25,Anchorage,Railway,m2,3885.092833885907
2025-04-13,Iron mining,Railway,m3,311.35603783357726
